valor,area,dist_playa,dist_mercado,piscina
4200.0,199,2.472,0.339,1
995.0,94,0.892,0.471,1
260.0,64,9.163,0.376,0
4400.0,231,0.0,0.687,1
1350.0,276,1.104,0.279,0
699.0,86,4.567,0.338,0
840.0,110,5.313,0.993,1
1800.0,152,0.538,0.835,1
650.0,59,1.048,0.624,0
580.0,40,0.141,0.499,0
650.0,90,6.434,0.319,0
1400.0,125,0.229,0.855,1
255.01,51,5.136,0.561,0
12000.0,246,0.009,0.461,0
1400.0,182,5.001,0.528,1
220.0,52,11.839,0.989,0
1700.0,110,0.0,0.784,1
850.0,80,0.181,0.613,1
14900.0,231,0.03,0.241,1
850.0,66,0.484,0.558,0
400.0,68,5.969,0.612,0
790.0,64,0.958,0.717,0
1750.0,120,0.058,0.776,0
1400.0,112,0.07,0.65,1
420.0,50,2.293,0.181,0
275.0,22,1.397,0.504,0
250.0,48,4.874,0.086,1
880.0,76,0.615,0.048,1
535.9,124,8.335,0.919,0
780.0,96,5.164,0.222,0
1700.0,129,0.188,0.526,1
1130.0,86,1.143,0.176,1
1250.0,139,1.312,0.495,1
620.0,75,4.216,0.211,0
800.0,100,0.481,0.564,1
820.0,65,0.345,0.526,1
990.0,73,2.234,0.644,0
1050.0,169,0.581,0.148,1
780.0,160,0.945,0.681,0
540.0,170,4.352,0.046,1
230.0,51,2.532,0.532,0
950.0,60,0.155,0.127,1
5890.0,250,0.227,0.461,0
780.0,75,0.324,0.015,0
482.0,74,4.002,0.281,0
3600.0,81,0.037,0.674,0
1190.0,95,0.113,0.349,1
950.0,166,4.403,0.919,1
190.0,57,9.249,0.974,0
1790.0,160,0.079,0.34,1
1900.0,90,0.39,0.551,1
430.0,64,5.849,0.68,0
260.0,73,9.387,0.43,0
695.0,67,0.338,0.489,1
600.0,85,5.875,0.706,1
3700.0,279,0.562,0.578,1
850.0,100,5.837,0.32,1
2100.0,130,0.23,0.781,0
3500.0,571,1.488,0.972,1
415.0,67,8.49,0.799,0
1600.0,95,0.421,0.122,1
990.0,112,0.097,0.997,0
920.0,83,0.644,0.25,1
579.0,48,1.184,0.747,0
840.0,156,1.018,0.13,1
275.0,61,8.8,0.022,0
715.0,70,0.438,0.467,0
1300.0,86,1.852,0.547,1
2000.0,110,0.171,0.209,1
405.0,69,1.305,0.84,0
350.0,60,6.666,0.433,0
1190.0,140,0.32,0.626,1
850.0,80,0.703,0.456,1
2450.0,214,0.146,0.964,1
1100.0,136,0.255,0.086,1
160.0,73,8.796,0.236,0
145.0,45,8.042,0.937,0
790.0,75,0.472,0.637,0
1160.0,112,2.408,0.824,1
1500.0,156,1.319,0.753,0
4800.0,236,0.053,0.8,1
1370.0,230,0.227,0.081,1
290.0,30,1.597,0.456,0
575.0,115,6.726,0.862,0
820.0,66,0.692,0.941,1
4387.0,429,2.148,0.915,1
370.0,50,1.985,0.929,0
1180.0,88,0.489,0.021,0
1050.0,83,0.324,0.167,1
730.0,96,5.176,0.621,0
420.0,33,0.551,0.839,0
1399.99,124,2.374,0.472,1
2100.0,120,0.565,0.237,1
2285.0,278,0.489,0.457,0
360.0,68,6.435,0.036,0
600.0,90,0.395,0.244,0
1500.0,148,0.111,0.092,0
295.0,77,7.857,0.063,0
430.0,63,5.951,0.385,0
750.0,98,4.136,0.674,1
245.0,48,8.338,0.973,0
795.0,300,0.422,0.001,0
555.0,60,4.376,0.216,0
2500.0,120,0.208,0.674,1
2400.0,180,1.028,0.598,1
3200.0,310,0.155,0.054,1
555.0,72,1.39,0.558,0
1200.0,318,0.853,0.109,0
450.0,115,5.089,0.582,0
720.0,75,6.21,0.167,0
750.0,98,4.97,0.991,0
2700.0,217,0.0,0.229,1
1760.0,131,2.079,0.897,0
3700.0,280,0.11,0.111,0
575.0,76,1.141,0.548,1
3900.0,400,0.11,0.186,1
739.0,75,1.197,0.873,0
2800.0,230,0.081,0.564,1
790.0,120,6.015,0.057,0
350.0,124,4.671,0.174,0
600.0,91,1.659,0.105,0
2650.0,249,2.267,0.803,1
860.0,140,4.619,0.144,1
2495.0,180,0.307,0.201,1
395.0,111,9.132,0.668,0
1850.0,120,1.438,0.035,0
555.9,66,4.1,0.944,1
580.0,119,0.986,0.211,0
1350.0,73,0.0,0.101,1
1700.0,202,0.759,0.046,1
1150.0,120,0.288,0.925,1
1550.0,139,3.295,0.012,1
530.0,74,4.229,0.117,0
1475.0,80,0.554,0.195,1
390.0,82,3.141,0.622,0
415.0,70,6.234,0.414,0
950.0,100,0.165,0.556,1
270.0,70,6.703,0.112,1
1150.0,99,0.058,0.782,1
5250.0,194,0.501,0.959,1
480.0,90,3.038,0.05,0
850.0,80,0.352,0.595,1
1500.0,107,0.651,0.07,1
10000.0,326,0.0,0.041,1
900.0,114,0.724,0.384,1
990.0,57,0.056,0.498,0
300.0,72,5.455,0.861,0
660.0,70,1.701,0.38,1
1675.0,156,1.94,0.362,1
2200.0,96,0.374,0.023,1
640.0,104,6.119,0.354,1
320.0,50,6.946,0.581,1
337.0,60,6.861,0.292,1
1200.0,70,0.283,0.25,1
990.0,139,0.438,0.955,1
550.0,103,6.854,0.06,0
1400.0,170,0.935,0.84,1
280.0,50,5.012,0.994,1
3200.0,230,0.046,0.348,1
650.0,57,1.678,0.056,0
790.0,130,0.548,0.084,0
525.0,78,5.872,0.515,0
1200.0,70,0.227,0.509,1
6800.0,265,0.003,0.609,1
3800.0,140,0.463,0.475,1
820.0,81,0.287,0.888,0
699.0,75,0.053,0.556,0
290.0,55,5.037,0.957,0
250.0,52,6.09,0.741,0
255.0,50,7.472,0.758,1
240.0,60,6.353,0.859,0
1099.0,85,0.611,0.862,1
330.0,67,13.328,0.066,1
371.0,58,1.377,0.012,0
4000.0,150,0.041,0.802,1
188.0,83,9.201,0.881,0
1250.0,122,0.179,0.908,1
579.5,120,4.103,0.987,0
2100.0,104,0.0,0.827,1
700.0,140,0.683,0.81,0
270.0,70,7.517,0.17,1
604.0,83,1.441,0.937,0
1399.0,166,5.126,0.032,1
450.0,57,7.288,0.093,0
180.0,21,1.03,0.743,0
630.0,39,0.921,0.481,0
11000.0,160,0.0,0.003,1
980.0,140,1.944,0.655,1
180.0,58,3.694,0.135,1
1200.0,94,0.892,0.652,0
550.0,48,0.363,0.927,0
129.0,55,14.27,0.42,1
749.0,52,0.143,0.929,0
1350.0,220,0.945,0.759,1
1950.0,150,0.021,0.615,1
430.0,71,7.279,0.835,0
1450.0,117,0.661,0.463,0
820.0,126,6.194,0.599,1
890.0,153,7.539,0.347,1
374.8,67,3.898,0.385,0
620.0,123,6.091,0.568,0
260.0,40,3.806,0.352,0
1090.0,100,0.692,0.889,0
339.6,60,6.267,0.547,0
210.0,68,8.208,0.79,0
660.0,76,0.335,0.796,1
3250.0,190,0.105,0.173,1
1080.0,160,7.014,0.002,1
590.0,114,7.286,0.931,0
1650.0,195,0.289,0.019,1
687.0,114,0.868,0.404,1
2950.0,278,0.683,0.766,1
1260.0,338,1.016,0.07,1
399.0,63,4.62,0.587,0
1200.0,209,1.009,0.886,1
210.0,58,3.694,0.515,1
7000.0,300,0.136,0.681,1
800.0,120,5.004,0.821,0
1950.0,100,0.294,0.589,1
950.0,149,4.755,0.587,1
635.0,155,1.736,0.987,0
520.0,96,7.446,0.117,0
1150.0,188,1.047,0.495,1
11900.0,530,0.036,0.976,1
2100.0,110,0.107,0.524,0
475.0,20,0.362,0.436,0
245.0,52,7.001,0.787,0
890.0,75,0.0,0.167,1
1180.0,95,0.329,0.824,0
1100.0,55,0.176,0.332,1
2990.0,146,0.474,0.529,1
720.0,80,0.976,0.875,0
870.0,105,0.736,0.349,1
1980.0,203,6.323,0.091,1
450.0,70,3.946,0.313,1
1470.0,130,0.349,0.833,1
1339.0,127,2.353,0.152,1
1500.0,67,0.126,0.306,1
240.0,35,4.27,0.697,0
720.0,93,1.175,0.539,0
1650.0,135,1.397,0.533,1
580.0,48,0.837,0.815,0
990.0,110,1.248,0.099,1
360.0,70,8.637,0.935,0
430.0,90,1.313,0.443,0
538.0,79,5.048,0.292,0
330.0,57,3.987,0.205,0
200.0,47,5.397,0.742,0
1800.0,138,0.3,0.516,1
2300.0,170,0.228,0.934,0
2599.0,247,1.927,0.299,1
1300.0,70,0.112,0.629,1
699.0,178,7.607,0.573,0
1200.0,240,5.36,0.743,1
410.0,77,0.071,0.559,1
465.0,127,12.503,0.814,0
1250.0,100,0.317,0.576,1
245.0,46,6.488,0.063,0
550.0,40,1.006,0.892,0
2200.0,215,0.007,0.93,0
2290.0,358,0.325,0.076,1
195.0,62,3.704,0.471,1
265.0,53,5.214,0.792,0
620.0,88,1.852,0.179,0
4990.0,190,0.082,0.425,1
1252.0,98,1.267,0.139,0
1399.0,105,1.825,0.658,1
1250.0,87,1.459,0.933,1
645.0,54,0.9,0.454,0
265.0,72,6.263,0.365,0
530.0,85,6.566,0.028,1
395.0,90,6.412,0.636,0
415.0,60,7.234,0.833,0
359.5,89,12.368,0.9,0
560.0,75,0.057,0.077,1
1100.0,152,2.014,0.589,1
1570.0,116,0.427,0.355,1
3200.0,113,0.439,0.38,1
430.0,90,0.468,0.177,1
780.0,100,5.167,0.74,0
700.0,73,1.554,0.241,1
1200.0,146,0.145,0.828,1
650.0,75,0.233,0.468,0
1560.0,103,1.689,0.139,0
558.0,130,0.836,0.169,0
930.0,165,0.418,0.986,1
550.0,105,7.377,0.147,0
5000.0,220,0.219,0.504,1
350.0,71,7.998,0.048,0
870.0,126,4.85,0.192,1
1000.0,115,0.243,0.697,0
1890.0,350,0.917,0.172,1
850.0,135,2.083,0.334,0
4000.0,190,0.36,0.867,1
1700.0,95,1.514,0.736,1
550.0,117,5.34,0.512,1
1200.0,134,0.504,0.66,0
1190.0,84,1.816,0.501,0
330.0,89,2.434,0.959,0
1630.0,127,0.17,0.003,1
598.56,102,1.826,0.012,0
500.0,90,8.792,0.726,1
650.0,78,0.744,0.253,0
290.0,52,4.995,0.442,0
9500.0,543,2.089,0.766,1
4200.0,215,1.657,0.585,1
580.0,115,5.51,0.139,0
430.0,82,4.432,0.712,0
990.0,187,0.824,0.174,1
410.0,73,9.472,0.536,0
780.0,107,5.182,0.759,0
660.0,49,0.019,0.138,1
300.0,37,5.64,0.005,0
859.0,50,0.037,0.124,1
1100.0,79,1.926,0.107,1
1290.0,97,3.295,0.216,1
385.0,65,4.763,0.67,1
1280.0,180,0.019,0.741,0
750.0,73,6.164,0.639,0
363.9,68,3.106,0.571,1
900.0,90,2.242,0.829,1
8000.0,278,0.18,0.344,1
3300.0,307,2.148,0.662,0
199.0,60,17.442,0.086,0
580.0,106,5.836,0.581,0
960.0,53,0.179,0.235,1
429.0,61,6.814,0.806,1
1900.0,190,0.445,0.932,1
250.0,67,6.698,0.885,0
1100.0,92,0.355,0.899,0
445.0,90,7.435,0.954,0
865.0,95,4.355,0.933,1
1590.0,85,0.497,0.166,1
1200.0,70,0.283,0.291,1
10700.0,500,0.438,0.646,1
1990.0,220,0.694,0.694,0
2000.0,240,3.064,0.894,0
1680.0,89,0.218,0.286,1
250.0,49,7.191,0.119,0
775.0,77,0.474,0.154,1
2299.0,202,1.013,0.778,1
990.0,190,1.028,0.152,1
380.0,64,8.727,0.27,0
345.0,55,7.752,0.898,1
210.0,60,7.527,0.86,0
400.0,93,5.045,0.849,0
1550.0,106,0.058,0.374,1
440.0,80,0.92,0.134,0
3550.0,240,0.108,0.214,0
1050.0,213,8.084,0.096,1
485.0,74,5.726,0.748,0
25000.0,430,0.029,0.612,0
179.0,60,6.663,0.534,1
520.0,112,8.608,0.677,1
165.0,45,11.279,0.872,0
125.0,48,12.189,0.249,0
320.0,26,0.217,0.508,0
3600.0,290,0.532,0.871,1
460.0,90,1.404,0.477,0
3500.0,289,0.056,0.836,0
2500.0,200,0.511,0.511,1
1040.0,150,0.472,0.095,1
475.0,68,6.114,0.946,0
2520.0,110,0.0,0.666,0
400.0,63,0.028,0.567,0
530.0,78,5.164,0.225,0
570.0,45,0.306,0.173,0
990.0,115,0.895,0.765,0
425.0,42,0.363,0.614,0
399.0,34,1.057,0.125,0
8000.0,319,1.296,0.398,1
480.0,70,1.176,0.812,0
3000.0,282,0.206,0.262,1
3800.0,376,1.927,0.233,1
800.0,42,0.03,0.614,1
355.0,76,8.195,0.722,0
319.5,53,8.283,0.553,0
220.0,59,6.84,0.204,1
1595.0,151,2.313,0.217,1
580.0,84,1.149,0.472,0
950.0,114,4.986,0.376,0
570.0,78,6.171,0.198,0
950.0,114,5.164,1.0,1
500.0,60,5.788,0.485,0
1180.0,90,0.769,0.876,1
1590.0,110,2.435,0.794,0
5184.0,210,0.447,0.188,1
865.0,79,1.251,0.679,1
1790.0,140,2.145,0.433,1
2500.0,115,0.807,0.372,1
950.0,190,0.41,0.224,1
790.0,86,6.664,0.146,0
450.0,65,4.92,0.59,0
259.0,55,5.136,0.379,0
315.0,80,4.43,0.854,0
1380.0,122,1.302,0.774,1
2650.0,90,0.47,0.192,1
2250.0,160,0.471,0.884,1
400.0,35,0.348,0.63,0
1290.0,134,6.468,0.138,1
500.0,89,5.962,0.744,0
289.0,74,5.825,0.861,0
399.0,62,3.29,0.711,0
2500.0,160,3.618,0.534,1
1290.0,90,0.173,0.169,1
650.0,166,7.574,0.959,1
870.0,130,1.01,0.176,1
750.0,132,3.295,0.97,0
390.0,96,7.486,0.993,1
2100.0,220,0.425,0.747,0
868.0,85,1.046,0.876,1
795.0,63,0.484,0.923,0
165.0,50,4.671,0.049,1
570.0,95,6.522,0.714,0
609.0,93,0.954,0.253,0
3400.0,151,0.47,0.806,1
220.0,80,7.252,0.255,0
389.0,66,4.224,0.063,0
410.0,66,7.473,0.006,1
380.0,70,7.459,0.583,1
799.0,120,0.724,0.103,0
810.0,85,0.692,0.048,1
1850.0,161,0.075,0.088,1
260.0,62,9.455,0.198,1
507.0,82,6.119,0.799,0
570.0,65,0.514,0.654,0
2100.0,330,0.193,0.897,0
1680.0,171,0.204,0.7,1
1000.0,87,0.698,0.172,1
946.5,110,2.587,0.272,0
2739.0,130,0.339,0.641,0
490.0,65,8.32,0.733,0
585.0,55,1.284,0.452,0
1250.0,120,0.279,0.453,1
5700.0,285,0.305,0.561,1
380.0,65,7.937,0.128,0
265.0,60,4.005,0.177,0
3100.0,146,0.32,0.91,0
1300.0,163,0.512,0.586,1
750.0,150,4.852,0.499,1
269.0,55,0.971,0.053,0
372.0,72,8.216,0.863,0
900.0,88,1.279,0.192,1
2950.0,90,0.071,0.129,1
650.0,96,1.062,0.14,1
580.0,86,4.596,0.517,0
847.0,82,0.644,0.743,1
800.0,137,1.108,0.084,0
3500.0,360,0.369,0.095,1
395.0,78,9.563,0.202,0
1000.0,70,0.327,0.935,0
630.0,73,4.891,0.131,0
1595.0,101,2.115,0.168,1
990.0,150,0.348,0.917,0
560.0,68,1.48,0.743,0
1890.0,88,0.687,0.769,0
1100.0,218,7.421,0.711,1
750.0,73,0.764,0.042,0
1900.0,214,0.221,0.016,1
10200.0,270,0.01,0.133,1
1200.0,85,0.542,0.747,1
345.0,58,9.413,0.853,0
700.0,74,1.179,0.116,1
840.0,65,0.229,0.292,1
249.0,60,5.734,0.19,1
799.9,172,1.829,0.581,0
412.2,60,6.814,0.54,0
270.0,53,8.257,0.774,0
1700.0,210,1.025,0.594,1
3500.0,90,0.059,0.754,1
530.0,32,0.32,0.337,0
1750.0,90,1.926,0.685,0
2250.0,180,0.687,0.61,1
1680.0,85,0.559,0.047,1
215.0,47,5.392,0.371,1
1179.0,72,2.346,0.817,1
1550.0,106,2.083,0.79,1
4500.0,85,0.128,0.545,1
574.9,80,1.464,0.345,0
600.0,90,4.887,0.239,0
850.0,85,5.562,0.334,1
998.0,78,0.859,0.219,0
510.0,98,6.119,0.063,0
3100.0,247,0.007,0.009,1
2630.0,245,0.683,0.042,1
1480.0,150,0.642,0.079,1
1800.0,85,0.76,0.544,1
1900.0,140,1.549,0.97,1
495.0,76,4.784,0.954,0
970.0,110,1.748,0.974,1
2600.0,170,0.042,0.646,1
849.0,110,0.863,0.536,1
780.0,118,1.037,0.461,0
1498.0,109,0.626,0.495,0
1580.0,136,2.552,0.868,1
2100.0,160,1.942,0.054,1
2000.0,101,0.693,0.12,1
300.0,60,3.696,0.702,0
5900.0,285,1.923,0.59,1
3900.0,343,0.716,0.773,1
1300.0,163,1.279,0.026,0
1200.0,92,0.735,0.794,1
750.0,110,7.946,0.219,0
1500.0,160,0.695,0.575,1
110.0,48,3.526,0.893,1
210.0,36,5.101,0.493,0
1250.0,140,1.152,0.654,1
420.0,47,6.293,0.173,0
995.0,128,0.374,0.146,1
450.0,56,4.829,0.907,0
920.0,81,0.174,0.063,1
1700.0,138,0.066,0.665,0
890.0,70,0.352,0.247,1
3300.0,180,0.982,0.94,1
2500.0,184,1.887,0.246,1
590.0,80,1.778,0.544,1
378.46,82,2.114,0.886,0
380.0,60,1.73,0.612,1
471.0,82,2.305,0.353,0
1100.0,220,7.189,0.086,1
4850.0,310,0.0,0.869,1
2300.0,118,1.133,0.876,0
1580.0,100,0.215,0.57,1
900.0,121,1.184,0.833,0
155.0,48,5.323,0.613,0
275.0,66,9.335,0.992,0
380.0,60,7.662,0.573,0
450.0,90,3.095,0.979,0
1150.0,96,2.109,0.026,1
900.0,160,6.242,0.735,1
6300.0,220,0.0,0.609,0
345.0,67,7.449,0.672,1
560.0,40,0.255,0.927,1
4000.0,350,1.102,0.2,1
2300.0,167,0.395,0.14,1
1350.0,110,0.201,0.64,1
2400.0,160,1.744,0.518,0
699.0,80,0.65,0.87,0
250.0,50,7.563,0.897,0
399.0,62,4.62,0.032,0
610.0,68,1.679,0.813,0
1350.0,40,0.129,0.666,1
949.0,119,4.455,0.886,1
2940.0,249,1.387,0.588,1
1100.0,59,0.56,0.297,1
376.52,64,12.058,0.525,0
323.0,50,6.89,0.788,1
650.0,75,1.179,0.964,0
1420.0,107,1.244,0.164,0
4500.0,215,0.056,0.544,0
1400.0,150,0.066,0.673,1
360.0,61,7.919,0.947,0
340.0,55,1.467,0.765,1
525.0,45,0.248,0.815,1
2000.0,86,0.074,0.171,1
535.5,43,0.427,0.635,0
680.0,148,8.241,0.938,0
4650.0,200,0.509,0.523,1
2500.0,90,0.438,0.407,1
721.0,75,6.801,0.438,0
3850.0,146,0.503,0.429,1
3150.0,264,0.391,0.096,1
740.0,87,5.991,0.556,0
1950.0,183,0.0,0.375,1
1600.0,385,1.022,0.318,1
970.0,67,0.394,0.324,1
1700.0,149,0.433,0.49,1
1800.0,90,0.571,0.156,1
1900.0,113,0.199,0.12,1
2100.0,217,1.112,0.382,0
190.0,55,7.963,0.725,0
4200.0,268,0.171,0.77,1
490.0,86,1.891,0.484,0
4890.0,170,0.026,0.447,1
430.0,83,0.412,0.525,0
315.0,76,9.283,0.427,0
4000.0,312,1.592,0.548,1
370.0,60,5.46,0.804,0
380.0,67,6.668,0.298,0
420.0,81,7.908,0.905,0
320.0,70,6.884,0.052,0
640.0,52,0.363,0.162,0
333.0,83,9.344,0.818,0
840.0,68,0.079,0.248,0
1550.0,90,0.233,0.278,1
599.0,85,4.448,0.388,1
1150.0,130,0.35,0.441,1
800.0,139,5.535,0.932,0
260.0,50,7.755,0.611,0
1250.0,172,0.276,0.912,1
490.0,68,4.52,0.797,0
315.0,29,1.112,0.579,0
570.0,70,6.956,0.549,0
970.0,102,2.337,0.383,0
3990.0,225,0.414,0.863,0
570.5,64,7.31,0.934,0
820.0,109,4.71,0.431,0
2400.0,85,0.071,0.678,0
2800.0,240,0.53,0.388,1
1000.0,69,0.062,0.101,1
2100.0,184,0.46,0.207,1
410.0,58,8.173,0.763,0
455.0,65,0.607,0.361,0
550.01,70,1.264,0.581,1
850.0,120,5.872,0.672,1
1400.0,84,1.817,0.278,0
320.0,56,4.352,0.015,0
1300.0,178,0.436,0.021,0
280.0,68,6.576,0.023,0
1350.0,99,1.554,0.322,1
2700.0,311,0.631,0.917,1
395.0,75,2.819,0.566,0
900.0,120,5.863,0.755,1
1290.0,286,1.078,0.346,1
1100.0,189,0.603,0.995,0
2390.0,239,1.939,0.102,1
1100.0,110,0.993,0.628,1
799.0,114,1.287,0.239,0
2100.0,200,0.079,0.457,1
595.0,80,2.347,0.699,1
4199.0,190,0.011,0.937,1
1080.0,77,2.031,0.394,1
10000.0,160,0.0,0.631,1
1480.0,75,0.195,0.902,1
540.0,63,0.888,0.544,1
950.0,64,0.121,0.841,1
2400.0,200,0.609,0.163,0
1900.0,157,0.143,0.703,1
950.0,147,5.437,0.173,0
1250.0,80,0.078,0.172,1
2950.0,380,0.747,0.996,0
1260.0,180,1.853,0.587,1
1180.0,180,1.177,0.903,1
3199.0,155,0.525,0.821,0
220.0,60,9.753,0.013,0
870.0,70,1.11,0.33,1
4500.0,625,0.092,0.25,1
540.0,74,4.919,0.032,0
265.0,50,9.309,0.225,0
650.0,59,1.048,0.621,0
500.0,68,4.38,0.744,0
1100.0,148,6.339,0.841,0
1200.0,149,0.515,0.389,1
835.0,137,1.108,0.083,1
320.0,56,5.846,0.037,0
525.0,65,6.614,0.041,0
930.0,100,0.271,0.568,1
1700.0,185,0.424,0.222,1
1150.0,106,3.064,0.771,0
260.0,70,16.189,0.724,0
240.0,49,6.022,0.472,1
5298.0,300,0.11,0.21,1
150.0,56,12.487,0.776,1
6950.0,742,0.092,0.005,1
560.0,96,8.442,0.025,0
756.0,96,4.986,0.549,1
3390.0,190,0.462,0.953,0
1600.0,170,0.378,0.863,1
1390.0,194,0.796,0.528,0
560.0,96,1.675,0.202,0
470.0,72,3.913,0.62,0
2500.0,260,0.656,0.538,1
1000.0,125,6.456,0.621,1
1950.0,110,0.435,0.645,1
735.0,79,0.439,0.536,0
1650.0,169,0.531,0.94,0
465.0,79,7.366,0.985,0
615.1,77,4.167,0.48,0
1600.0,163,0.171,0.903,1
985.0,130,0.447,0.974,1
1950.0,114,1.932,0.113,1
280.0,68,9.428,0.952,0
1208.0,80,0.689,0.349,1
550.0,88,0.685,0.065,0
640.0,44,0.324,0.343,0
540.0,63,8.254,0.96,0
530.0,42,0.312,0.768,0
860.0,55,0.023,0.298,1
1300.0,130,6.267,0.794,1
270.0,60,8.232,0.742,1
980.0,85,0.715,0.335,1
4195.0,117,0.108,0.325,1
847.0,89,0.95,0.43,1
3000.0,104,0.181,0.518,1
1280.0,126,0.562,0.25,1
2650.0,281,1.554,0.643,1
570.0,67,0.929,0.673,0
80.0,55,12.493,0.006,0
480.0,81,2.926,0.506,0
1600.0,120,0.016,0.475,1
830.0,84,1.644,0.762,0
11000.0,311,0.0,0.838,1
749.0,113,1.891,0.939,0
388.0,75,5.512,0.931,1
1100.0,140,0.236,0.25,1
2514.0,147,0.064,0.07,0
1295.0,140,2.125,0.159,0
1060.0,85,0.291,0.305,1
200.0,40,5.385,0.446,0
250.0,63,13.125,0.18,0
5904.0,267,1.554,0.557,0
2200.0,133,1.004,0.718,1
890.0,125,0.262,0.872,1
1300.0,220,1.218,0.068,1
3800.0,231,2.192,0.644,1
239.0,75,8.344,0.79,0
2150.0,200,1.996,0.2,1
790.0,66,1.461,0.184,1
420.0,71,6.204,0.022,0
3500.0,366,0.372,0.196,1
1200.0,79,2.395,0.042,0
580.0,60,0.34,0.552,0
1400.0,144,4.922,0.253,0
1350.0,87,0.298,0.014,1
350.0,86,6.275,0.205,1
380.0,84,8.197,0.671,0
490.0,71,6.204,0.582,0
575.0,80,0.934,0.687,0
1090.0,169,1.164,0.108,1
870.0,130,8.144,0.98,0
1350.0,130,5.93,0.284,0
1110.0,155,3.871,0.038,1
540.0,96,5.929,0.974,0
1480.0,150,0.686,0.004,1
1000.0,156,4.597,0.842,1
1450.0,220,0.302,0.595,0
1790.0,126,0.726,0.414,1
1150.0,88,0.764,0.132,1
310.0,54,7.013,0.384,1
900.0,107,5.164,0.931,1
555.3,210,2.031,0.588,1
290.0,65,4.829,0.377,1
1810.0,180,0.585,0.458,1
2800.0,320,0.482,0.319,1
354.0,60,6.468,0.201,0
1350.0,160,0.171,0.163,1
330.0,65,3.914,0.389,0
800.0,65,0.658,0.021,0
1750.0,268,0.125,0.319,0
1300.0,122,0.601,0.463,1
1150.0,85,2.653,0.83,1
190.0,43,5.439,0.494,0
2200.0,155,2.235,0.322,1
250.0,38,2.015,0.812,0
550.0,71,0.827,0.716,0
405.0,60,2.116,0.511,0
850.0,87,5.498,0.285,0
135.0,52,12.633,0.765,0
1120.0,115,1.559,0.788,1
300.0,56,8.794,0.35,0
265.0,60,7.741,0.451,1
280.0,56,7.719,0.517,0
260.0,60,7.0,0.927,0
540.0,89,0.937,0.037,0
520.0,95,5.814,0.014,0
1650.0,90,0.293,0.011,1
580.0,76,1.246,0.67,0
900.0,250,6.122,0.461,1
645.0,87,4.35,0.044,0
2280.0,278,0.489,0.407,1
1170.0,122,1.163,0.557,1
430.0,38,1.42,0.038,0
900.0,189,8.168,0.328,1
265.0,85,6.275,0.83,0
500.0,129,6.97,0.956,0
370.0,70,6.69,0.43,0
380.0,76,6.743,0.227,0
748.0,93,5.265,0.73,0
490.0,72,6.146,0.264,0
900.0,70,0.223,0.391,1
380.0,108,8.789,0.383,1
215.0,60,10.64,0.768,1
435.0,82,7.775,0.166,0
519.5,87,0.746,0.465,0
316.9,62,7.075,0.853,1
340.0,53,6.497,0.238,0
1150.0,270,0.36,0.888,1
1050.0,88,0.0,0.582,0
1720.0,80,0.689,0.221,1
4900.0,250,0.145,0.659,1
355.0,57,3.404,0.773,1
420.0,70,4.41,0.507,1
1100.0,83,0.698,0.015,0
1980.0,155,0.179,0.279,1
660.0,50,2.099,0.4,1
280.0,52,4.572,0.312,0
549.99,70,0.827,0.243,1
320.0,61,7.921,0.452,0
1700.0,93,0.416,0.521,1
4200.0,301,0.11,0.571,1
350.0,30,0.799,0.873,0
1150.0,163,5.498,0.016,1
320.0,81,7.821,0.445,0
1500.0,150,0.358,0.443,1
1050.0,78,2.368,0.945,1
650.0,77,5.188,0.624,0
1800.0,100,0.678,0.969,1
341.86,56,5.89,0.331,1
230.0,70,8.468,0.544,0
335.0,74,5.247,0.75,1
790.0,84,0.308,0.806,0
1075.0,105,1.163,0.59,1
2400.0,146,0.452,0.783,1
2100.0,155,0.118,0.61,1
1350.0,120,0.444,0.209,0
1219.99,204,1.086,0.032,1
549.0,80,6.778,0.184,0
289.0,51,8.753,0.004,1
2990.0,135,2.42,0.055,1
740.0,72,0.409,0.572,0
265.0,55,9.724,0.096,1
1950.0,120,1.554,0.973,1
175.0,21,2.77,0.637,0
1600.0,110,0.247,0.751,1
550.0,30,0.111,0.393,1
195.0,50,9.773,0.991,0
795.0,60,0.831,0.767,0
1620.0,160,2.295,0.382,1
1050.0,93,0.51,0.097,1
1693.0,205,4.423,0.546,1
479.0,85,12.458,0.936,0
1090.0,100,0.258,0.039,1
300.0,78,8.608,0.342,0
2500.0,178,0.594,0.373,1
409.0,85,13.074,0.539,0
170.0,40,6.992,0.825,0
550.0,55,0.357,0.903,1
1380.0,80,1.514,0.113,0
263.0,60,6.487,0.848,1
449.9,60,4.946,0.457,0
570.0,84,4.476,0.698,1
1550.0,230,0.509,0.234,1
1900.0,254,0.228,0.28,0
950.0,78,0.0,0.235,1
495.0,65,6.997,0.774,1
230.0,80,9.236,0.408,0
590.0,65,1.657,0.966,0
639.0,74,0.833,0.567,0
500.0,90,7.429,0.313,0
850.0,103,5.289,0.429,1
520.0,96,5.655,0.876,0
230.0,46,8.133,0.032,1
550.0,45,0.338,0.431,0
1350.0,140,0.155,0.053,0
2400.0,118,2.573,0.385,1
420.0,32,0.792,0.736,0
580.0,110,0.389,0.734,0
980.0,105,1.239,0.525,1
560.0,88,5.516,0.472,0
400.0,80,6.486,0.431,0
3600.0,296,4.423,0.053,0
